type,start,duration,timeline,subject,session,task,run,filepath,frequency,offset,stop,text,sequence_id,sentence,language,sentence_char,text_char,context,modality
Word,12.088,0.16000000000000014,default,default,,,,,,,12.248,just,3.0,But confidence isn't just built in the gym. ,english,21.0,103.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just",
Word,12.289,0.20000000000000107,default,default,,,,,,,12.489,built,3.0,But confidence isn't just built in the gym. ,english,26.0,108.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built",
Word,12.529,0.0600000000000005,default,default,,,,,,,12.589,in,3.0,But confidence isn't just built in the gym. ,english,32.0,114.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in",
Word,12.609,0.08000000000000007,default,default,,,,,,,12.689,the,3.0,But confidence isn't just built in the gym. ,english,35.0,117.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the",
Word,12.729,0.30100000000000016,default,default,,,,,,,13.03,gym.,3.0,But confidence isn't just built in the gym. ,english,39.0,121.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym.",
Sentence,13.570999,6.030002,default,default,,,,,,,19.601001,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",,,,,,,
Word,13.571,0.22000000000000064,default,default,,,,,,,13.791,Try,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,0.0,126.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try",
Word,13.831,0.261000000000001,default,default,,,,,,,14.092,Step,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,4.0,130.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step",
Word,14.132,0.22000000000000064,default,default,,,,,,,14.352,Boost,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,9.0,135.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost",
Word,14.392,0.36100000000000065,default,default,,,,,,,14.753,"Max,",4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,15.0,141.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max,",
Word,15.093,0.09999999999999964,default,default,,,,,,,15.193,the,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,20.0,146.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the",
Word,15.274,0.4200000000000017,default,default,,,,,,,15.694,insoles,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,24.0,150.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles",
Word,15.714,0.14100000000000001,default,default,,,,,,,15.855,that,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,32.0,158.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that",
Word,15.975,0.16000000000000192,default,default,,,,,,,16.135,add,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,37.0,163.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add",
Word,16.355,0.10099999999999909,default,default,,,,,,,16.456,one,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,41.0,167.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one",
Word,16.536,0.379999999999999,default,default,,,,,,,16.916,vertical,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,45.0,171.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical",
Word,16.997,0.120000000000001,default,default,,,,,,,17.117,inch,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,54.0,180.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch",
Word,17.157,0.05999999999999872,default,default,,,,,,,17.217,of,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,59.0,185.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of",
Word,17.277,0.259999999999998,default,default,,,,,,,17.537,height,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,62.0,188.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height",
Word,17.918,0.08000000000000185,default,default,,,,,,,17.998,and,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,69.0,195.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and",
Word,18.038,0.18100000000000094,default,default,,,,,,,18.219,help,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,73.0,199.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help",
Word,18.279,0.23999999999999844,default,default,,,,,,,18.519,short,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,78.0,204.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short",
Word,18.559,0.32099999999999795,default,default,,,,,,,18.88,kings,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,84.0,210.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings",
Word,18.92,0.33999999999999986,default,default,,,,,,,19.26,stand,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,90.0,216.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand",
Word,19.301,0.3000000000000007,default,default,,,,,,,19.601,tall.,4.0,"Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. ",english,96.0,222.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall.",
Sentence,20.181998999999998,8.174002000000003,default,default,,,,,,,28.356001,Use code heightmaxing10 for big discounts. ,,,,,,,
Word,20.182,0.120000000000001,default,default,,,,,,,20.302,Use,5.0,Use code heightmaxing10 for big discounts. ,english,0.0,228.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use",
Word,20.342,0.24099999999999966,default,default,,,,,,,20.583,code,5.0,Use code heightmaxing10 for big discounts. ,english,4.0,232.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code",
Word,20.623,0.9009999999999998,default,default,,,,,,,21.524,HEIGHTMAXING10,5.0,Use code heightmaxing10 for big discounts. ,english,9.0,237.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10",
Word,21.604,0.12100000000000222,default,default,,,,,,,21.725,for,5.0,Use code heightmaxing10 for big discounts. ,english,24.0,252.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for",
Word,21.845,0.20000000000000284,default,default,,,,,,,22.045,big,5.0,Use code heightmaxing10 for big discounts. ,english,28.0,256.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big",
Word,22.105,6.251000000000001,default,default,,,,,,,28.356,discounts.,5.0,Use code heightmaxing10 for big discounts. ,english,32.0,260.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts.",
Sentence,28.395999,1.603001999999998,default,default,,,,,,,29.999000999999996,What's the difference between me and you?,,,,,,,
Word,28.396,0.16000000000000014,default,default,,,,,,,28.556,What's,6.0,What's the difference between me and you?,english,0.0,271.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's",
Word,28.576,0.08099999999999952,default,default,,,,,,,28.657,the,6.0,What's the difference between me and you?,english,7.0,278.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the",
Word,28.697,0.3200000000000003,default,default,,,,,,,29.017,difference,6.0,What's the difference between me and you?,english,11.0,282.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the difference",
Word,29.037,0.4410000000000025,default,default,,,,,,,29.478,between,6.0,What's the difference between me and you?,english,22.0,293.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the difference between",
Word,29.498,0.11999999999999744,default,default,,,,,,,29.618,me,6.0,What's the difference between me and you?,english,30.0,301.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the difference between me",
Word,29.658,0.11999999999999744,default,default,,,,,,,29.778,and,6.0,What's the difference between me and you?,english,33.0,304.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the difference between me and",
Word,29.818,0.18099999999999739,default,default,,,,,,,29.999,you?,6.0,What's the difference between me and you?,english,37.0,308.0,"Hey, can i get a six pack quickly?. Perfect. That is a clear and achievable goal. But confidence isn't just built in the gym. Try step boost max, the insoles that add one vertical inch of height and help short kings stand tall. Use code heightmaxing10 for big discounts. What's the difference between me and you?",
