type,start,duration,timeline,subject,session,task,run,filepath,frequency,offset,stop,text,sequence_id,sentence,language,sentence_char,text_char,context,modality
Word,8.692,0.0999999999999996,default,default,,,,,,,8.792,it,2.0,"Hey meta, is it okay to eat mud?. ",english,13.0,87.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it",
Word,8.812,0.1400000000000005,default,default,,,,,,,8.952,okay,2.0,"Hey meta, is it okay to eat mud?. ",english,16.0,90.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay",
Word,8.972,0.2599999999999998,default,default,,,,,,,9.232,to,2.0,"Hey meta, is it okay to eat mud?. ",english,21.0,95.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to",
Word,9.252,0.2799999999999993,default,default,,,,,,,9.532,eat,2.0,"Hey meta, is it okay to eat mud?. ",english,24.0,98.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat",
Word,9.572,0.3400000000000016,default,default,,,,,,,9.912,mud?,2.0,"Hey meta, is it okay to eat mud?. ",english,28.0,102.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?",
Sentence,9.951999,1.5820020000000008,default,default,,,,,,,11.534001000000002,"Hey meta, who said humans can't fly?",,,,,,,
Word,9.952,0.1609999999999996,default,default,,,,,,,10.113,Hey,3.0,"Hey meta, who said humans can't fly?",english,0.0,108.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey",
Word,10.133,0.3000000000000007,default,default,,,,,,,10.433,"Meta,",3.0,"Hey meta, who said humans can't fly?",english,4.0,112.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta,",
Word,10.773,0.0999999999999996,default,default,,,,,,,10.873,who,3.0,"Hey meta, who said humans can't fly?",english,10.0,118.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta, who",
Word,10.893,0.1600000000000001,default,default,,,,,,,11.053,said,3.0,"Hey meta, who said humans can't fly?",english,14.0,122.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta, who said",
Word,11.073,0.1199999999999992,default,default,,,,,,,11.193,humans,3.0,"Hey meta, who said humans can't fly?",english,19.0,127.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta, who said humans",
Word,11.213,0.141,default,default,,,,,,,11.354,can't,3.0,"Hey meta, who said humans can't fly?",english,26.0,134.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta, who said humans can't",
Word,11.374,0.1600000000000001,default,default,,,,,,,11.534,fly?,3.0,"Hey meta, who said humans can't fly?",english,32.0,140.0,"Hey meta, play my beast mode playlist. Hey meta, do vultures eat people?. Hey meta, is it okay to eat mud?. Hey meta, who said humans can't fly?",
