type,start,duration,timeline,subject,session,task,run,filepath,frequency,offset,stop,text,sequence_id,sentence,language,sentence_char,text_char,context,modality
Word,3.723,3.362,default,default,,,,,,,7.085,wins.,0.0,The one who dies with the most toys wins. ,english,36.0,36.0,The one who dies with the most toys wins.,
Sentence,7.104999,3.3630019999999994,default,default,,,,,,,10.468001,50 million americans can't be wrong because winning is more fun. ,,,,,,,
Word,7.105,0.1809999999999991,default,default,,,,,,,7.286,50,1.0,50 million americans can't be wrong because winning is more fun. ,english,0.0,42.0,The one who dies with the most toys wins. 50,
Word,7.306,0.2599999999999998,default,default,,,,,,,7.566,million,1.0,50 million americans can't be wrong because winning is more fun. ,english,3.0,45.0,The one who dies with the most toys wins. 50 million,
Word,7.606,0.4800000000000004,default,default,,,,,,,8.086,Americans,1.0,50 million americans can't be wrong because winning is more fun. ,english,11.0,53.0,The one who dies with the most toys wins. 50 million americans,
Word,8.126,0.2400000000000002,default,default,,,,,,,8.366,can't,1.0,50 million americans can't be wrong because winning is more fun. ,english,21.0,63.0,The one who dies with the most toys wins. 50 million americans can't,
Word,8.386,0.120000000000001,default,default,,,,,,,8.506,be,1.0,50 million americans can't be wrong because winning is more fun. ,english,27.0,69.0,The one who dies with the most toys wins. 50 million americans can't be,
Word,8.526,0.4009999999999998,default,default,,,,,,,8.927,wrong,1.0,50 million americans can't be wrong because winning is more fun. ,english,30.0,72.0,The one who dies with the most toys wins. 50 million americans can't be wrong,
Word,8.947,0.3400000000000016,default,default,,,,,,,9.287,because,1.0,50 million americans can't be wrong because winning is more fun. ,english,36.0,78.0,The one who dies with the most toys wins. 50 million americans can't be wrong because,
Word,9.307,0.2999999999999989,default,default,,,,,,,9.607,winning,1.0,50 million americans can't be wrong because winning is more fun. ,english,44.0,86.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning,
Word,9.667,0.0999999999999996,default,default,,,,,,,9.767,is,1.0,50 million americans can't be wrong because winning is more fun. ,english,52.0,94.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is,
Word,9.807,0.1999999999999993,default,default,,,,,,,10.007,more,1.0,50 million americans can't be wrong because winning is more fun. ,english,55.0,97.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more,
Word,10.087,0.3810000000000002,default,default,,,,,,,10.468,fun.,1.0,50 million americans can't be wrong because winning is more fun. ,english,60.0,102.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun.,
Sentence,10.547999,2.1210020000000003,default,default,,,,,,,12.669001000000002,Your smile is brighter than snow. ,,,,,,,
Word,10.548,0.2400000000000002,default,default,,,,,,,10.788,Your,2.0,Your smile is brighter than snow. ,english,0.0,107.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your,
Word,10.828,0.3200000000000003,default,default,,,,,,,11.148,smile,2.0,Your smile is brighter than snow. ,english,5.0,112.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile,
Word,11.208,0.1400000000000005,default,default,,,,,,,11.348,is,2.0,Your smile is brighter than snow. ,english,11.0,118.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is,
Word,11.408,0.5010000000000012,default,default,,,,,,,11.909,brighter,2.0,Your smile is brighter than snow. ,english,14.0,121.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter,
Word,11.929,0.0999999999999996,default,default,,,,,,,12.029,than,2.0,Your smile is brighter than snow. ,english,23.0,130.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than,
Word,12.169,0.5,default,default,,,,,,,12.669,snow.,2.0,Your smile is brighter than snow. ,english,28.0,135.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow.,
Sentence,12.688999,2.1210020000000003,default,default,,,,,,,14.810001000000002,Look at this amazing demonstration. ,,,,,,,
Word,12.689,0.6799999999999997,default,default,,,,,,,13.369,Look,3.0,Look at this amazing demonstration. ,english,0.0,141.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look,
Word,13.409,0.0809999999999995,default,default,,,,,,,13.49,at,3.0,Look at this amazing demonstration. ,english,5.0,146.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at,
Word,13.53,0.1800000000000015,default,default,,,,,,,13.71,this,3.0,Look at this amazing demonstration. ,english,8.0,149.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this,
Word,13.73,0.4199999999999999,default,default,,,,,,,14.15,amazing,3.0,Look at this amazing demonstration. ,english,13.0,154.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing,
Word,14.17,0.6400000000000006,default,default,,,,,,,14.81,demonstration.,3.0,Look at this amazing demonstration. ,english,21.0,162.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration.,
Sentence,15.230999,1.861001999999999,default,default,,,,,,,17.092001,I want to feel more beautiful. ,,,,,,,
Word,15.231,0.0600000000000005,default,default,,,,,,,15.291,I,4.0,I want to feel more beautiful. ,english,0.0,177.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I,
Word,15.351,0.2199999999999988,default,default,,,,,,,15.571,want,4.0,I want to feel more beautiful. ,english,2.0,179.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want,
Word,15.591,0.1000000000000014,default,default,,,,,,,15.691,to,4.0,I want to feel more beautiful. ,english,7.0,184.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to,
Word,15.771,0.3200000000000003,default,default,,,,,,,16.091,feel,4.0,I want to feel more beautiful. ,english,10.0,187.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel,
Word,16.311,0.2409999999999996,default,default,,,,,,,16.552,more,4.0,I want to feel more beautiful. ,english,15.0,192.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more,
Word,16.592,0.5,default,default,,,,,,,17.092,beautiful.,4.0,I want to feel more beautiful. ,english,20.0,197.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful.,
Sentence,17.191999,4.303002000000001,default,default,,,,,,,21.495001000000002,In a search that has continued for centuries and its promise of more and more. ,,,,,,,
Word,17.192,0.0599999999999987,default,default,,,,,,,17.252,In,5.0,In a search that has continued for centuries and its promise of more and more. ,english,0.0,208.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In,
Word,17.332,0.120000000000001,default,default,,,,,,,17.452,a,5.0,In a search that has continued for centuries and its promise of more and more. ,english,3.0,211.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a,
Word,17.492,0.3999999999999986,default,default,,,,,,,17.892,search,5.0,In a search that has continued for centuries and its promise of more and more. ,english,5.0,213.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search,
Word,17.932,0.120000000000001,default,default,,,,,,,18.052,that,5.0,In a search that has continued for centuries and its promise of more and more. ,english,12.0,220.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that,
Word,18.113,0.1600000000000001,default,default,,,,,,,18.273,has,5.0,In a search that has continued for centuries and its promise of more and more. ,english,17.0,225.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has,
Word,18.313,0.5,default,default,,,,,,,18.813,continued,5.0,In a search that has continued for centuries and its promise of more and more. ,english,21.0,229.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued,
Word,18.853,0.1799999999999997,default,default,,,,,,,19.033,for,5.0,In a search that has continued for centuries and its promise of more and more. ,english,31.0,239.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for,
Word,19.093,0.5809999999999995,default,default,,,,,,,19.674,centuries,5.0,In a search that has continued for centuries and its promise of more and more. ,english,35.0,243.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries,
Word,19.974,0.0799999999999983,default,default,,,,,,,20.054,and,5.0,In a search that has continued for centuries and its promise of more and more. ,english,45.0,253.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and,
Word,20.114,0.0599999999999987,default,default,,,,,,,20.174,its,5.0,In a search that has continued for centuries and its promise of more and more. ,english,49.0,257.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its,
Word,20.354,0.3399999999999998,default,default,,,,,,,20.694,promise,5.0,In a search that has continued for centuries and its promise of more and more. ,english,53.0,261.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise,
Word,20.774,0.0999999999999978,default,default,,,,,,,20.874,of,5.0,In a search that has continued for centuries and its promise of more and more. ,english,61.0,269.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of,
Word,20.894,0.2600000000000015,default,default,,,,,,,21.154,more,5.0,In a search that has continued for centuries and its promise of more and more. ,english,64.0,272.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more,
Word,21.215,0.0599999999999987,default,default,,,,,,,21.275,and,5.0,In a search that has continued for centuries and its promise of more and more. ,english,69.0,277.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and,
Word,21.295,0.1999999999999993,default,default,,,,,,,21.495,more.,5.0,In a search that has continued for centuries and its promise of more and more. ,english,73.0,281.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more.,
Sentence,30.913999,3.181001999999997,default,default,,,,,,,34.095000999999996,Daredevil drivers full of fantastic tricks. ,,,,,,,
Word,30.914,0.5199999999999996,default,default,,,,,,,31.434,Daredevil,6.0,Daredevil drivers full of fantastic tricks. ,english,0.0,287.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil,
Word,31.454,0.3599999999999994,default,default,,,,,,,31.814,drivers,6.0,Daredevil drivers full of fantastic tricks. ,english,10.0,297.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers,
Word,31.954,0.240000000000002,default,default,,,,,,,32.194,full,6.0,Daredevil drivers full of fantastic tricks. ,english,18.0,305.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full,
Word,32.214,0.259999999999998,default,default,,,,,,,32.474,of,6.0,Daredevil drivers full of fantastic tricks. ,english,23.0,310.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of,
Word,32.494,0.4609999999999985,default,default,,,,,,,32.955,fantastic,6.0,Daredevil drivers full of fantastic tricks. ,english,26.0,313.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic,
Word,32.995,1.1000000000000014,default,default,,,,,,,34.095,tricks.,6.0,Daredevil drivers full of fantastic tricks. ,english,36.0,323.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks.,
Sentence,34.154999000000004,1.4200020000000018,default,default,,,,,,,35.57500100000001,This just in. ,,,,,,,
Word,34.155,0.240000000000002,default,default,,,,,,,34.395,This,7.0,This just in. ,english,0.0,331.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This,
Word,34.595,0.2800000000000011,default,default,,,,,,,34.875,just,7.0,This just in. ,english,5.0,336.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just,
Word,35.135,0.4400000000000048,default,default,,,,,,,35.575,in.,7.0,This just in. ,english,10.0,341.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in.,
Sentence,35.594999,1.1410019999999983,default,default,,,,,,,36.736001,You don't want to be less. ,,,,,,,
Word,35.595,0.1400000000000005,default,default,,,,,,,35.735,You,8.0,You don't want to be less. ,english,0.0,345.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You,
Word,35.755,0.1599999999999966,default,default,,,,,,,35.915,don't,8.0,You don't want to be less. ,english,4.0,349.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't,
Word,35.975,0.1809999999999973,default,default,,,,,,,36.156,want,8.0,You don't want to be less. ,english,10.0,355.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want,
Word,36.176,0.0799999999999983,default,default,,,,,,,36.256,to,8.0,You don't want to be less. ,english,15.0,360.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to,
Word,36.276,0.0999999999999943,default,default,,,,,,,36.376,be,8.0,You don't want to be less. ,english,18.0,363.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be,
Word,36.416,0.3200000000000003,default,default,,,,,,,36.736,less.,8.0,You don't want to be less. ,english,21.0,366.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less.,
Sentence,36.995999000000005,2.4200019999999944,default,default,,,,,,,39.416001,A series on a changing american market. ,,,,,,,
Word,36.996,0.0999999999999943,default,default,,,,,,,37.096,A,9.0,A series on a changing american market. ,english,0.0,372.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A,
Word,37.116,0.3599999999999994,default,default,,,,,,,37.476,series,9.0,A series on a changing american market. ,english,2.0,374.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series,
Word,37.556,0.0800000000000054,default,default,,,,,,,37.636,on,9.0,A series on a changing american market. ,english,9.0,381.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on,
Word,37.696,0.0800000000000054,default,default,,,,,,,37.776,a,9.0,A series on a changing american market. ,english,12.0,384.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a,
Word,37.796,0.3800000000000025,default,default,,,,,,,38.176,changing,9.0,A series on a changing american market. ,english,14.0,386.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing,
Word,38.196,0.480000000000004,default,default,,,,,,,38.676,American,9.0,A series on a changing american market. ,english,23.0,395.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american,
Word,38.736,0.6799999999999997,default,default,,,,,,,39.416,market.,9.0,A series on a changing american market. ,english,32.0,404.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market.,
Sentence,39.435999,1.2210019999999966,default,default,,,,,,,40.657001,Come consumer. ,,,,,,,
Word,39.436,0.2000000000000028,default,default,,,,,,,39.636,Come,10.0,Come consumer. ,english,0.0,412.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come,
Word,39.657,1.0,default,default,,,,,,,40.657,consumer.,10.0,Come consumer. ,english,5.0,417.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer.,
Sentence,42.096999000000004,1.9010019999999963,default,default,,,,,,,43.998001,You've got to learn to get more pleasure out of this. ,,,,,,,
Word,42.097,0.1999999999999957,default,default,,,,,,,42.297,You've,11.0,You've got to learn to get more pleasure out of this. ,english,0.0,427.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've,
Word,42.317,0.1000000000000014,default,default,,,,,,,42.417,got,11.0,You've got to learn to get more pleasure out of this. ,english,7.0,434.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got,
Word,42.437,0.0399999999999991,default,default,,,,,,,42.477,to,11.0,You've got to learn to get more pleasure out of this. ,english,11.0,438.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to,
Word,42.517,0.0999999999999943,default,default,,,,,,,42.617,learn,11.0,You've got to learn to get more pleasure out of this. ,english,14.0,441.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn,
Word,42.637,0.0600000000000022,default,default,,,,,,,42.697,to,11.0,You've got to learn to get more pleasure out of this. ,english,20.0,447.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to,
Word,42.717,0.1000000000000014,default,default,,,,,,,42.817,get,11.0,You've got to learn to get more pleasure out of this. ,english,23.0,450.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get,
Word,42.857,0.2800000000000011,default,default,,,,,,,43.137,more,11.0,You've got to learn to get more pleasure out of this. ,english,27.0,454.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more,
Word,43.178,0.2600000000000051,default,default,,,,,,,43.438,pleasure,11.0,You've got to learn to get more pleasure out of this. ,english,32.0,459.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure,
Word,43.498,0.1000000000000014,default,default,,,,,,,43.598,out,11.0,You've got to learn to get more pleasure out of this. ,english,41.0,468.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure out,
Word,43.638,0.0399999999999991,default,default,,,,,,,43.678,of,11.0,You've got to learn to get more pleasure out of this. ,english,45.0,472.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure out of,
Word,43.698,0.2999999999999971,default,default,,,,,,,43.998,this.,11.0,You've got to learn to get more pleasure out of this. ,english,48.0,475.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure out of this.,
Sentence,44.017999,1.9200020000000018,default,default,,,,,,,45.93800100000001,"You'll get more, more, more pleasure out of this",,,,,,,
Word,44.018,0.240000000000002,default,default,,,,,,,44.258,You'll,12.0,"You'll get more, more, more pleasure out of this",english,0.0,481.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure out of this. You'll,
Word,44.278,0.1400000000000005,default,default,,,,,,,44.418,get,12.0,"You'll get more, more, more pleasure out of this",english,7.0,488.0,The one who dies with the most toys wins. 50 million americans can't be wrong because winning is more fun. Your smile is brighter than snow. Look at this amazing demonstration. I want to feel more beautiful. In a search that has continued for centuries and its promise of more and more. Daredevil drivers full of fantastic tricks. This just in. You don't want to be less. A series on a changing american market. Come consumer. You've got to learn to get more pleasure out of this. You'll get,
