type,start,duration,timeline,subject,session,task,run,filepath,frequency,offset,stop,text,sequence_id,sentence,language,sentence_char,text_char,context,modality
Word,5.795,0.2010000000000005,default,default,,,,,,,5.996,do,1.0,When all i can do is watch you leave. ,english,15.0,50.0,How can i just let you walk away?. When all i can do,
Word,6.096,0.08000000000000007,default,default,,,,,,,6.176,is,1.0,When all i can do is watch you leave. ,english,18.0,53.0,How can i just let you walk away?. When all i can do is,
Word,6.216,0.22100000000000009,default,default,,,,,,,6.437,watch,1.0,When all i can do is watch you leave. ,english,21.0,56.0,How can i just let you walk away?. When all i can do is watch,
Word,6.517,0.2599999999999998,default,default,,,,,,,6.777,you,1.0,When all i can do is watch you leave. ,english,27.0,62.0,How can i just let you walk away?. When all i can do is watch you,
Word,6.877,0.4009999999999998,default,default,,,,,,,7.278,leave.,1.0,When all i can do is watch you leave. ,english,31.0,66.0,How can i just let you walk away?. When all i can do is watch you leave.,
Sentence,7.3179989999999995,1.763002,default,default,,,,,,,9.081000999999999,So take a look at me now. ,,,,,,,
Word,7.318,0.16000000000000014,default,default,,,,,,,7.478,So,2.0,So take a look at me now. ,english,0.0,73.0,How can i just let you walk away?. When all i can do is watch you leave. So,
Word,7.518,0.30100000000000016,default,default,,,,,,,7.819,take,2.0,So take a look at me now. ,english,3.0,76.0,How can i just let you walk away?. When all i can do is watch you leave. So take,
Word,7.939,0.11999999999999922,default,default,,,,,,,8.059,a,2.0,So take a look at me now. ,english,8.0,81.0,How can i just let you walk away?. When all i can do is watch you leave. So take a,
Word,8.079,0.22100000000000009,default,default,,,,,,,8.3,look,2.0,So take a look at me now. ,english,10.0,83.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look,
Word,8.4,0.09999999999999964,default,default,,,,,,,8.5,at,2.0,So take a look at me now. ,english,15.0,88.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at,
Word,8.52,0.1609999999999996,default,default,,,,,,,8.681,me,2.0,So take a look at me now. ,english,18.0,91.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me,
Word,8.721,0.35999999999999943,default,default,,,,,,,9.081,now.,2.0,So take a look at me now. ,english,21.0,94.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now.,
Sentence,9.361999,4.648002,default,default,,,,,,,14.010001,There's just nothing to hate. ,,,,,,,
Word,9.362,2.2840000000000007,default,default,,,,,,,11.646,There's,3.0,There's just nothing to hate. ,english,0.0,99.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's,
Word,11.666,0.3409999999999993,default,default,,,,,,,12.007,just,3.0,There's just nothing to hate. ,english,8.0,107.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just,
Word,12.027,0.4400000000000013,default,default,,,,,,,12.467,nothing,3.0,There's just nothing to hate. ,english,13.0,112.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing,
Word,12.507,0.36100000000000065,default,default,,,,,,,12.868,to,3.0,There's just nothing to hate. ,english,21.0,120.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to,
Word,12.928,1.081999999999999,default,default,,,,,,,14.01,hate.,3.0,There's just nothing to hate. ,english,24.0,123.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate.,
Sentence,14.831999000000001,3.987001999999998,default,default,,,,,,,18.819001,And there's nothing left here to remind me. ,,,,,,,
Word,14.832,0.379999999999999,default,default,,,,,,,15.212,And,4.0,And there's nothing left here to remind me. ,english,0.0,129.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And,
Word,15.232,0.30100000000000016,default,default,,,,,,,15.533,there's,4.0,And there's nothing left here to remind me. ,english,4.0,133.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's,
Word,15.573,0.5210000000000008,default,default,,,,,,,16.094,nothing,4.0,And there's nothing left here to remind me. ,english,12.0,141.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing,
Word,16.114,1.1819999999999986,default,default,,,,,,,17.296,left,4.0,And there's nothing left here to remind me. ,english,20.0,149.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left,
Word,17.376,0.3009999999999984,default,default,,,,,,,17.677,here,4.0,And there's nothing left here to remind me. ,english,25.0,154.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here,
Word,17.717,0.240000000000002,default,default,,,,,,,17.957,to,4.0,And there's nothing left here to remind me. ,english,30.0,159.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to,
Word,18.037,0.3810000000000002,default,default,,,,,,,18.418,remind,4.0,And there's nothing left here to remind me. ,english,33.0,162.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind,
Word,18.478,0.3409999999999975,default,default,,,,,,,18.819,me.,4.0,And there's nothing left here to remind me. ,english,40.0,169.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me.,
Sentence,18.858999,2.1640019999999978,default,default,,,,,,,21.023000999999997,Just a memory of your face. ,,,,,,,
Word,18.859,0.23999999999999844,default,default,,,,,,,19.099,Just,5.0,Just a memory of your face. ,english,0.0,173.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just,
Word,19.199,0.08099999999999952,default,default,,,,,,,19.28,a,5.0,Just a memory of your face. ,english,5.0,178.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a,
Word,19.4,0.6010000000000026,default,default,,,,,,,20.001,memory,5.0,Just a memory of your face. ,english,7.0,180.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory,
Word,20.121,0.120000000000001,default,default,,,,,,,20.241,of,5.0,Just a memory of your face. ,english,14.0,187.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of,
Word,20.261,0.12100000000000222,default,default,,,,,,,20.382,your,5.0,Just a memory of your face. ,english,17.0,190.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your,
Word,20.402,0.6209999999999987,default,default,,,,,,,21.023,face.,5.0,Just a memory of your face. ,english,22.0,195.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face.,
Sentence,21.122999,1.5830019999999985,default,default,,,,,,,22.706000999999997,Take a look at me now. ,,,,,,,
Word,21.123,0.5009999999999977,default,default,,,,,,,21.624,Take,6.0,Take a look at me now. ,english,0.0,201.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take,
Word,21.704,0.019999999999999574,default,default,,,,,,,21.724,a,6.0,Take a look at me now. ,english,5.0,206.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a,
Word,21.864,0.0799999999999983,default,default,,,,,,,21.944,look,6.0,Take a look at me now. ,english,7.0,208.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look,
Word,21.964,0.12100000000000222,default,default,,,,,,,22.085,at,6.0,Take a look at me now. ,english,12.0,213.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at,
Word,22.165,0.08000000000000185,default,default,,,,,,,22.245,me,6.0,Take a look at me now. ,english,15.0,216.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me,
Word,22.285,0.4209999999999994,default,default,,,,,,,22.706,now.,6.0,Take a look at me now. ,english,18.0,219.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now.,
Sentence,26.772999,1.362002000000002,default,default,,,,,,,28.135001,Hydrate with liquid iv. ,,,,,,,
Word,26.773,0.4610000000000021,default,default,,,,,,,27.234,Hydrate,7.0,Hydrate with liquid iv. ,english,0.0,224.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate,
Word,27.294,0.14000000000000057,default,default,,,,,,,27.434,with,7.0,Hydrate with liquid iv. ,english,8.0,232.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with,
Word,27.474,0.3009999999999984,default,default,,,,,,,27.775,Liquid,7.0,Hydrate with liquid iv. ,english,13.0,237.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid,
Word,27.855,0.28000000000000114,default,default,,,,,,,28.135,IV.,7.0,Hydrate with liquid iv. ,english,20.0,244.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv.,
Sentence,28.555999,1.4830020000000006,default,default,,,,,,,30.039001,"Can someone let me down, please?",,,,,,,
Word,28.556,0.14000000000000057,default,default,,,,,,,28.696,Can,8.0,"Can someone let me down, please?",english,0.0,248.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can,
Word,28.716,0.2010000000000005,default,default,,,,,,,28.917,someone,8.0,"Can someone let me down, please?",english,4.0,252.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can someone,
Word,28.957,0.09999999999999787,default,default,,,,,,,29.057,let,8.0,"Can someone let me down, please?",english,12.0,260.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can someone let,
Word,29.077,0.11999999999999744,default,default,,,,,,,29.197,me,8.0,"Can someone let me down, please?",english,16.0,264.0,How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can someone let me,
Word,29.217,0.4009999999999998,default,default,,,,,,,29.618,"down,",8.0,"Can someone let me down, please?",english,19.0,267.0,"How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can someone let me down,",
Word,29.718,0.3210000000000015,default,default,,,,,,,30.039,please?,8.0,"Can someone let me down, please?",english,25.0,273.0,"How can i just let you walk away?. When all i can do is watch you leave. So take a look at me now. There's just nothing to hate. And there's nothing left here to remind me. Just a memory of your face. Take a look at me now. Hydrate with liquid iv. Can someone let me down, please?",
