index,time_sec,video_frame_index,prediction_index,top_regions,png_path
10,5.0,125,8,R Sulcus oc-temp med and Lingual (2.76); R Sulcus suborbital (2.65); R Sulcus subparietal (2.63); R Gyrus oc-temp med-Parahip (2.63); L Gyrus rectus (2.54); L Sulcus temporal inf (2.51); R Gyrus and Sulcus transv frontopol (2.51); R Gyrus temporal inf (2.44),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0010_0005.0s.png
11,5.5,138,9,R Sulcus oc-temp med and Lingual (2.80); R Sulcus subparietal (2.78); R Gyrus and Sulcus transv frontopol (2.60); R Gyrus oc-temp med-Parahip (2.60); L Sulcus temporal inf (2.57); R Gyrus temporal inf (2.55); R Sulcus suborbital (2.52); L Gyrus and Sulcus subcentral (2.50),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0011_0005.5s.png
12,6.0,150,10,R Sulcus subparietal (2.87); L Gyrus and Sulcus transv frontopol (2.60); R Sulcus temporal sup (2.59); R Gyrus temporal inf (2.57); R Gyrus and Sulcus transv frontopol (2.56); L Gyrus and Sulcus subcentral (2.55); R Sulcus front inf (2.55); L Gyrus precuneus (2.54),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0012_0006.0s.png
13,6.5,162,11,R Sulcus subparietal (2.88); R Sulcus temporal sup (2.60); L Gyrus cingul-Post-ventral (2.60); R Sulcus suborbital (2.55); L Gyrus and Sulcus transv frontopol (2.54); L Gyrus precuneus (2.54); R Sulcus front inf (2.54); R Gyrus temporal inf (2.54),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0013_0006.5s.png
14,7.0,175,11,R Sulcus subparietal (2.88); R Sulcus temporal sup (2.60); L Gyrus cingul-Post-ventral (2.60); R Sulcus suborbital (2.55); L Gyrus and Sulcus transv frontopol (2.54); L Gyrus precuneus (2.54); R Sulcus front inf (2.54); R Gyrus temporal inf (2.54),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0014_0007.0s.png
15,7.5,188,12,R Sulcus subparietal (2.78); L Gyrus cingul-Post-ventral (2.63); R Sulcus temporal sup (2.55); R Gyrus temporal inf (2.51); R Sulcus suborbital (2.51); L Gyrus subcallosal (2.51); R Sulcus front inf (2.49); L Gyrus precuneus (2.47),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0015_0007.5s.png
16,8.0,200,13,R Sulcus subparietal (2.60); L Gyrus cingul-Post-ventral (2.58); L Gyrus subcallosal (2.56); R Sulcus temporal sup (2.47); R Gyrus temporal inf (2.46); R Sulcus suborbital (2.46); R Sulcus front inf (2.43); L Gyrus rectus (2.40),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0016_0008.0s.png
17,8.5,212,14,L Gyrus subcallosal (2.58); R Sulcus orbital lateral (2.40); R Gyrus temporal inf (2.39); L Gyrus cingul-Post-ventral (2.39); L Gyrus rectus (2.37); L Gyrus temporal inf (2.36); L Gyrus oc-temp med-Parahip (2.35); R Gyrus front middle (2.34),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0017_0008.5s.png
18,9.0,225,15,L Sulcus temporal inf (2.55); L Gyrus subcallosal (2.51); R Sulcus orbital lateral (2.41); R Sulcus orbital med-olfact (2.32); R Gyrus rectus (2.29); R Sulcus suborbital (2.27); L Gyrus oc-temp med-Parahip (2.27); L Gyrus and Sulcus frontomargin (2.27),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0018_0009.0s.png
19,9.5,238,15,L Sulcus temporal inf (2.55); L Gyrus subcallosal (2.51); R Sulcus orbital lateral (2.41); R Sulcus orbital med-olfact (2.32); R Gyrus rectus (2.29); R Sulcus suborbital (2.27); L Gyrus oc-temp med-Parahip (2.27); L Gyrus and Sulcus frontomargin (2.27),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0019_0009.5s.png
20,10.0,250,16,L Gyrus subcallosal (2.41); R Sulcus orbital lateral (2.32); R Gyrus rectus (2.30); R Gyrus and Sulcus subcentral (2.29); L Sulcus temporal inf (2.28); R Gyrus and Sulcus frontomargin (2.24); L Sulcus oc-temp med and Lingual (2.22); R Gyrus front middle (2.21),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0020_0010.0s.png
21,10.5,262,17,R Gyrus and Sulcus subcentral (2.29); R Lat Fis-ant-Horizont (2.27); R Sulcus orbital lateral (2.27); L Gyrus orbital (2.25); L Gyrus subcallosal (2.24); R Gyrus rectus (2.23); R Lat Fis-ant-Vertical (2.21); R Gyrus front inf-Triangul (2.17),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0021_0010.5s.png
22,11.0,275,18,R Gyrus and Sulcus frontomargin (2.40); R Gyrus and Sulcus subcentral (2.21); L Gyrus orbital (2.20); R Sulcus orbital lateral (2.19); R Gyrus front inf-Triangul (2.19); R Lat Fis-ant-Horizont (2.17); R Lat Fis-ant-Vertical (2.16); R Gyrus temporal middle (2.15),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0022_0011.0s.png
23,11.5,288,19,R Gyrus front inf-Triangul (2.23); R Gyrus pariet inf-Angular (2.22); R Gyrus front inf-Orbital (2.21); L Lat Fis-post (2.15); L Gyrus precentral (2.15); L Gyrus temporal middle (2.15); R Sulcus orbital lateral (2.15); R Sulcus precentral-inf-part (2.14),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0023_0011.5s.png
24,12.0,300,19,R Gyrus front inf-Triangul (2.23); R Gyrus pariet inf-Angular (2.22); R Gyrus front inf-Orbital (2.21); L Lat Fis-post (2.15); L Gyrus precentral (2.15); L Gyrus temporal middle (2.15); R Sulcus orbital lateral (2.15); R Sulcus precentral-inf-part (2.14),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0024_0012.0s.png
25,12.5,312,20,L Sulcus temporal transverse (2.45); L Lat Fis-post (2.43); L Gyrus front inf-Opercular (2.42); R Gyrus pariet inf-Angular (2.39); R Sulcus temporal transverse (2.38); L Gyrus temp sup-Plan tempo (2.38); L Gyrus temporal middle (2.33); R Gyrus front inf-Triangul (2.29),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0025_0012.5s.png
26,13.0,325,21,L Sulcus temporal transverse (2.70); L Gyrus temp sup-Plan tempo (2.67); L Lat Fis-post (2.67); R Sulcus temporal transverse (2.67); L Gyrus temp sup-Gyrus T transv (2.52); R Gyrus pariet inf-Angular (2.51); R Gyrus temp sup-Plan tempo (2.49); L Gyrus temporal middle (2.47),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0026_0013.0s.png
27,13.5,338,22,L Gyrus temp sup-Plan tempo (2.84); L Lat Fis-post (2.81); L Sulcus temporal transverse (2.74); R Sulcus temporal transverse (2.69); R Gyrus temp sup-Plan tempo (2.68); R Gyrus pariet inf-Angular (2.60); R Gyrus temp sup-Gyrus T transv (2.53); L Gyrus temporal middle (2.53),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0027_0013.5s.png
28,14.0,350,23,L Gyrus temp sup-Plan tempo (2.93); L Lat Fis-post (2.82); R Gyrus temp sup-Plan tempo (2.81); L Sulcus precentral-sup-part (2.78); L Gyrus pariet inf-Supramar (2.69); L Sulcus temporal transverse (2.67); R Gyrus pariet inf-Supramar (2.66); R Lat Fis-post (2.64),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0028_0014.0s.png
29,14.5,362,24,L Sulcus precentral-sup-part (2.92); L Sulcus postcentral (2.83); L Gyrus pariet inf-Supramar (2.83); R Gyrus pariet inf-Supramar (2.82); L Gyrus temp sup-Plan tempo (2.79); R Sulcus precentral-sup-part (2.77); R Gyrus temp sup-Plan tempo (2.76); R Lat Fis-post (2.71),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0029_0014.5s.png
30,15.0,375,24,L Sulcus precentral-sup-part (2.92); L Sulcus postcentral (2.83); L Gyrus pariet inf-Supramar (2.83); R Gyrus pariet inf-Supramar (2.82); L Gyrus temp sup-Plan tempo (2.79); R Sulcus precentral-sup-part (2.77); R Gyrus temp sup-Plan tempo (2.76); R Lat Fis-post (2.71),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0030_0015.0s.png
31,15.5,388,25,L Sulcus precentral-sup-part (3.03); L Sulcus postcentral (3.03); L Gyrus pariet inf-Supramar (2.94); R Gyrus pariet inf-Supramar (2.93); L Sulcus circular insula sup (2.92); R Sulcus precentral-sup-part (2.89); R Sulcus postcentral (2.87); R Gyrus parietal sup (2.83),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0031_0015.5s.png
32,16.0,400,26,L Sulcus postcentral (3.17); L Sulcus precentral-sup-part (3.11); L Sulcus circular insula sup (3.09); L Gyrus pariet inf-Supramar (3.02); R Gyrus pariet inf-Supramar (3.00); R Sulcus postcentral (2.98); R Sulcus precentral-sup-part (2.97); R Gyrus parietal sup (2.94),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0032_0016.0s.png
33,16.5,412,27,L Sulcus postcentral (3.12); L Sulcus circular insula sup (3.09); L Sulcus precentral-sup-part (3.00); L Gyrus pariet inf-Supramar (2.97); R Gyrus pariet inf-Supramar (2.93); R Sulcus postcentral (2.93); R Gyrus parietal sup (2.89); R Sulcus precentral-sup-part (2.86),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0033_0016.5s.png
34,17.0,425,28,L Sulcus postcentral (3.01); L Sulcus circular insula sup (2.93); L Gyrus pariet inf-Supramar (2.82); L Sulcus precentral-sup-part (2.82); R Sulcus postcentral (2.82); R Sulcus interm prim-Jensen (2.79); R Gyrus pariet inf-Supramar (2.79); R Gyrus parietal sup (2.78),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0034_0017.0s.png
35,17.5,438,28,L Sulcus postcentral (3.01); L Sulcus circular insula sup (2.93); L Gyrus pariet inf-Supramar (2.82); L Sulcus precentral-sup-part (2.82); R Sulcus postcentral (2.82); R Sulcus interm prim-Jensen (2.79); R Gyrus pariet inf-Supramar (2.79); R Gyrus parietal sup (2.78),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0035_0017.5s.png
36,18.0,450,29,L Sulcus postcentral (2.79); L Sulcus circular insula sup (2.74); L Gyrus pariet inf-Supramar (2.64); L Gyrus precentral (2.63); R Sulcus postcentral (2.62); R Sulcus interm prim-Jensen (2.59); L Sulcus precentral-sup-part (2.58); R Sulcus circular insula sup (2.58),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0036_0018.0s.png
37,18.5,462,30,L Sulcus postcentral (2.55); L Gyrus precentral (2.50); L Sulcus circular insula sup (2.46); R Sulcus circular insula sup (2.46); L Gyrus pariet inf-Supramar (2.44); R Sulcus postcentral (2.39); R Sulcus interm prim-Jensen (2.39); L Gyrus and Sulcus subcentral (2.38),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0037_0018.5s.png
38,19.0,475,31,L Gyrus precentral (2.32); L Gyrus temporal middle (2.29); L Gyrus front middle (2.28); L Sulcus postcentral (2.27); R Sulcus circular insula sup (2.27); L Gyrus front inf-Triangul (2.26); L Sulcus front inf (2.26); L Gyrus temporal inf (2.24),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0038_0019.0s.png
39,19.5,488,32,R Sulcus orbital med-olfact (2.27); L Gyrus temporal middle (2.26); L Gyrus front middle (2.24); L Sulcus front inf (2.23); L Gyrus temporal inf (2.20); L Pole temporal (2.19); L Gyrus rectus (2.19); R Gyrus rectus (2.18),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0039_0019.5s.png
40,20.0,500,32,R Sulcus orbital med-olfact (2.27); L Gyrus temporal middle (2.26); L Gyrus front middle (2.24); L Sulcus front inf (2.23); L Gyrus temporal inf (2.20); L Pole temporal (2.19); L Gyrus rectus (2.19); R Gyrus rectus (2.18),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0040_0020.0s.png
41,20.5,512,33,R Gyrus rectus (2.25); L Sulcus intrapariet and P trans (2.21); L Gyrus temp sup-Plan polar (2.21); L Pole temporal (2.20); L Gyrus rectus (2.20); L Gyrus front middle (2.19); L Gyrus temporal middle (2.17); L Gyrus orbital (2.17),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0041_0020.5s.png
42,21.0,525,34,L Gyrus and Sulcus subcentral (2.41); R Gyrus rectus (2.23); L Sulcus orbital lateral (2.23); L Sulcus temporal sup (2.20); L Gyrus rectus (2.19); L Gyrus orbital (2.19); L Pole temporal (2.18); L Gyrus pariet inf-Angular (2.16),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0042_0021.0s.png
43,21.5,538,35,R Gyrus temporal inf (2.25); L Sulcus orbital lateral (2.20); R Gyrus postcentral (2.17); L Sulcus orbital-H Shaped (2.17); L Gyrus pariet inf-Angular (2.17); L Gyrus and Sulcus subcentral (2.16); L Sulcus temporal sup (2.16); R Gyrus rectus (2.14),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0043_0021.5s.png
44,22.0,550,36,R Gyrus orbital (2.55); R Gyrus temporal inf (2.18); R Gyrus rectus (2.17); L Gyrus and Sulcus subcentral (2.13); L Sulcus suborbital (2.10); L Sulcus orbital-H Shaped (2.08); L Gyrus pariet inf-Angular (2.06); L Sulcus temporal sup (2.06),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0044_0022.0s.png
45,22.5,562,36,R Gyrus orbital (2.55); R Gyrus temporal inf (2.18); R Gyrus rectus (2.17); L Gyrus and Sulcus subcentral (2.13); L Sulcus suborbital (2.10); L Sulcus orbital-H Shaped (2.08); L Gyrus pariet inf-Angular (2.06); L Sulcus temporal sup (2.06),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0045_0022.5s.png
46,23.0,575,37,R Gyrus orbital (2.71); R Gyrus rectus (2.19); L Gyrus and Sulcus paracentral (2.08); L Gyrus temporal inf (2.07); L Gyrus and Sulcus subcentral (2.07); L Gyrus pariet inf-Angular (2.05); L Gyrus front middle (2.05); L Sulcus central (2.03),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0046_0023.0s.png
47,23.5,588,38,R Gyrus orbital (2.83); R Gyrus rectus (2.17); L Gyrus temporal inf (2.10); L Gyrus and Sulcus paracentral (2.08); R Gyrus precentral (2.08); L Sulcus central (2.06); L Gyrus front middle (2.04); L Sulcus parieto occipital (2.04),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0047_0023.5s.png
48,24.0,600,39,R Gyrus orbital (2.88); R Gyrus rectus (2.16); L Sulcus parieto occipital (2.10); L Gyrus temporal inf (2.09); L Gyrus and Sulcus paracentral (2.09); L Sulcus cingul-Marginalis (2.07); L Gyrus cuneus (2.05); L Gyrus front middle (2.05),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0048_0024.0s.png
49,24.5,612,40,R Gyrus orbital (2.95); L Sulcus cingul-Marginalis (2.26); L Sulcus parieto occipital (2.23); R Gyrus cuneus (2.17); R Gyrus parietal sup (2.17); R Sulcus parieto occipital (2.17); L Gyrus cuneus (2.16); L Gyrus and Sulcus paracentral (2.14),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0049_0024.5s.png
50,25.0,625,41,R Gyrus orbital (2.87); L Sulcus parieto occipital (2.32); L Sulcus cingul-Marginalis (2.29); R Sulcus parieto occipital (2.27); R Gyrus cuneus (2.27); L Gyrus cuneus (2.21); R Sulcus orbital-H Shaped (2.18); L Gyrus occipital sup (2.17),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0050_0025.0s.png
51,25.5,638,41,R Gyrus orbital (2.87); L Sulcus parieto occipital (2.32); L Sulcus cingul-Marginalis (2.29); R Sulcus parieto occipital (2.27); R Gyrus cuneus (2.27); L Gyrus cuneus (2.21); R Sulcus orbital-H Shaped (2.18); L Gyrus occipital sup (2.17),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0051_0025.5s.png
52,26.0,650,42,R Gyrus orbital (2.85); L Sulcus parieto occipital (2.35); R Sulcus parieto occipital (2.32); R Gyrus cuneus (2.30); R Sulcus orbital-H Shaped (2.29); L Sulcus cingul-Marginalis (2.28); L Gyrus cuneus (2.22); L Gyrus occipital sup (2.19),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0052_0026.0s.png
53,26.5,662,43,R Gyrus orbital (2.64); R Sulcus orbital-H Shaped (2.38); L Sulcus parieto occipital (2.28); R Gyrus cuneus (2.28); R Sulcus parieto occipital (2.24); L Gyrus cuneus (2.20); L Sulcus cingul-Marginalis (2.20); L Gyrus and Sulcus subcentral (2.19),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0053_0026.5s.png
54,27.0,675,44,R Gyrus orbital (2.40); R Sulcus orbital-H Shaped (2.27); R Gyrus cuneus (2.19); L Sulcus parieto occipital (2.19); R Gyrus postcentral (2.17); L Gyrus and Sulcus subcentral (2.16); R Gyrus oc-temp med-Parahip (2.15); R Sulcus front sup (2.14),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0054_0027.0s.png
55,27.5,688,45,R Gyrus postcentral (2.38); L Sulcus orbital lateral (2.21); L Gyrus and Sulcus subcentral (2.19); R Sulcus front sup (2.16); L Sulcus temporal inf (2.14); L Sulcus parieto occipital (2.14); R Gyrus oc-temp med-Parahip (2.13); L Gyrus precuneus (2.13),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0055_0027.5s.png
56,28.0,700,45,R Gyrus postcentral (2.38); L Sulcus orbital lateral (2.21); L Gyrus and Sulcus subcentral (2.19); R Sulcus front sup (2.16); L Sulcus temporal inf (2.14); L Sulcus parieto occipital (2.14); R Gyrus oc-temp med-Parahip (2.13); L Gyrus precuneus (2.13),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0056_0028.0s.png
57,28.5,712,46,R Gyrus postcentral (2.30); L Gyrus subcallosal (2.26); L Sulcus temporal inf (2.21); L Sulcus orbital lateral (2.20); L Sulcus orbital-H Shaped (2.17); L Gyrus and Sulcus subcentral (2.16); L Gyrus and Sulcus paracentral (2.14); R Gyrus and Sulcus paracentral (2.12),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0057_0028.5s.png
58,29.0,725,47,L Gyrus subcallosal (2.35); L Sulcus temporal inf (2.30); L Sulcus orbital-H Shaped (2.22); L Sulcus orbital lateral (2.19); L Gyrus and Sulcus paracentral (2.14); L Sulcus orbital med-olfact (2.13); R Sulcus circular insula sup (2.08); R Gyrus and Sulcus paracentral (2.08),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0058_0029.0s.png
59,29.5,738,48,L Sulcus orbital lateral (2.29); L Sulcus temporal inf (2.28); L Sulcus orbital-H Shaped (2.24); R Gyrus temporal inf (2.22); R Gyrus orbital (2.11); R Sulcus orbital med-olfact (2.10); L Gyrus subcallosal (2.10); R Sulcus orbital-H Shaped (2.10),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0059_0029.5s.png
60,30.0,750,49,L Sulcus orbital-H Shaped (2.27); R Gyrus orbital (2.23); R Gyrus temporal inf (2.16); L Sulcus temporal inf (2.16); L Sulcus orbital med-olfact (2.06); R Sulcus orbital-H Shaped (2.02); R Sulcus orbital med-olfact (2.01); L Gyrus orbital (2.01),/content/drive/MyDrive/New project/deliverables/figures/brain_frames_0p5s/Considering_What_Paris_2024_Paralympic_Games_20260429_194951/frame_0060_0030.0s.png
